,encodersettings,artist,album,date,comment,label,usertext,title,albumartist,tracknumber,genre
0,LAME v3.96.1,The Black Ghosts,Anyway You Choose To Give It,2007,,Southern Fried Records,,Playgroup Remix,The Black Ghosts,1/1,Electronic
